xmin,ymin,xmax,ymax
4.670566558837891,212.3929443359375,33.0149040222168,243.16741943359375
4.372833251953125,213.0455322265625,33.0951042175293,244.13323974609375
66.49373626708984,1028.0693359375,86.92816925048828,1050.0
65.8205795288086,1026.5858154296875,86.87975311279297,1054.632568359375
10.272378921508789,2118.111328125,21.131328582763672,2130.85546875
23.157215118408203,2129.86279296875,35.36543655395508,2144.10595703125
10.287034034729004,2118.6328125,21.287261962890625,2130.53125
23.637554168701172,2129.35107421875,36.6813850402832,2144.23876953125
10.183884620666504,2429.1640625,27.614105224609375,2449.1298828125
81.23733520507812,283.3243408203125,98.1800537109375,297.91796875
65.49364471435547,1027.61865234375,86.74806213378906,1050.0
55.20465087890625,1026.224365234375,87.47146606445312,1057.92431640625
127.77053833007812,1367.97216796875,136.0946502685547,1378.5126953125
115.98397827148438,3381.33837890625,128.8763427734375,3396.20751953125
71.25786590576172,3400.0,84.36221313476562,3413.44287109375
168.93295288085938,866.0909423828125,198.21780395507812,889.6260986328125
169.67971801757812,865.6142578125,198.45352172851562,889.8134765625
157.58883666992188,2749.6259765625,174.02490234375,2765.744140625
116.32841491699219,3380.93115234375,128.78736877441406,3394.52734375
114.98585510253906,3381.00927734375,128.74049377441406,3395.11083984375
201.68826293945312,327.3477783203125,221.12042236328125,346.40570068359375
168.65396118164062,865.3857421875,206.05960083007812,891.6640625
169.3734130859375,866.0284423828125,209.84222412109375,892.094482421875
155.3048095703125,2495.10107421875,165.73797607421875,2503.97021484375
227.66571044921875,3449.10498046875,244.18341064453125,3466.76904296875
227.68145751953125,3462.42822265625,244.3929443359375,3480.083984375
204.02105712890625,327.05438232421875,219.92849731445312,344.37371826171875
201.25619506835938,327.03131103515625,220.70062255859375,346.49749755859375
269.88787841796875,390.863525390625,284.21453857421875,402.98590087890625
265.1893005371094,554.76806640625,284.7047119140625,574.7210693359375
230.55343627929688,2028.670654296875,238.70068359375,2039.95654296875
279.874267578125,2951.80517578125,297.4415283203125,2975.7783203125
280.43597412109375,2951.490234375,295.930419921875,2974.2119140625
227.81744384765625,3449.4775390625,243.957275390625,3467.0869140625
227.51513671875,3462.94140625,244.51312255859375,3480.34619140625
314.70001220703125,301.7813720703125,344.9715576171875,334.72528076171875
317.55078125,570.7340087890625,335.66357421875,589.1708984375
307.26092529296875,1214.488037109375,318.42034912109375,1227.36572265625
334.7967529296875,2014.46533203125,364.696533203125,2045.313232421875
430.2288818359375,125.96812438964844,449.61981201171875,144.8819580078125
430.662109375,125.06483459472656,449.58294677734375,143.9846954345703
397.58868408203125,205.0894775390625,430.58538818359375,232.85116577148438
399.58636474609375,205.24371337890625,430.82958984375,233.28701782226562
411.15960693359375,357.88372802734375,422.9464111328125,372.5645751953125
410.7177734375,358.68359375,422.71441650390625,372.2481689453125
385.525390625,1958.78564453125,402.509033203125,1976.8798828125
403.3150634765625,2773.02734375,420.01849365234375,2787.9130859375
429.5218505859375,125.6953125,450.5396728515625,145.4417724609375
428.7283935546875,124.80769348144531,450.70721435546875,145.38690185546875
401.3365478515625,204.26751708984375,430.336181640625,232.73562622070312
401.34625244140625,204.64822387695312,429.13189697265625,233.76129150390625
410.40087890625,358.32952880859375,424.2454833984375,373.31005859375
410.39013671875,358.5523681640625,423.6328125,372.58026123046875
442.05853271484375,771.3594970703125,462.037109375,789.9127197265625
441.9375,771.868896484375,461.81671142578125,789.7559814453125
