xmin,ymin,xmax,ymax,utm_left,utm_right,utm_top,utm_bottom,box_size,ratio
4.372833251953125,213.04551696777344,33.0951042175293,244.13323974609375,304080.54424825194,304109.2665192175,6520281.231341032,6520250.143618254,31.087722778320312,1.082356016193119
65.8205795288086,1026.5858154296875,86.87975311279297,1054.632568359375,304141.9919945288,304163.0511681128,6519467.69104257,6519439.644289641,28.0467529296875,1.3318069115027962
10.287034034729004,2118.632568359375,21.287261962890625,2130.531494140625,304086.4584490347,304097.4586769629,6518375.644289641,6518363.745363859,11.89892578125,1.0816981119807187
23.637554168701172,2129.35107421875,36.6813850402832,2144.23876953125,304099.8089691687,304112.8528000403,6518364.925783781,6518350.038088469,14.8876953125,1.1413591190403356
10.183884620666504,2429.1640625,27.614105224609375,2449.130126953125,304086.35529962066,304103.7855202246,6518065.1127955,6518045.146731047,19.966064453125,1.1454854707122009
168.93295288085938,866.0909423828125,198.21780395507812,889.6260986328125,304245.10436788085,304274.38921895507,6519628.185915617,6519604.650759367,29.28485107421875,1.2443023858921163
157.58883666992188,2749.6259765625,174.02491760253906,2765.744140625,304233.7602516699,304250.1963326025,6517744.650881438,6517728.532717375,16.436080932617188,1.0197241366252652
116.32840728759766,3380.93115234375,128.78736877441406,3394.527587890625,304192.4998222876,304204.9587837744,6517113.345705656,6517099.749270109,13.596435546875,1.0912976624305506
201.25619506835938,327.03131103515625,220.7006072998047,346.49749755859375,304277.42761006835,304296.8720222998,6520167.245546965,6520147.7793604415,19.4661865234375,1.0011198225862017
230.55343627929688,2028.670654296875,238.70069885253906,2039.9566650390625,304306.7248512793,304314.8721138525,6518465.606203703,6518454.320192961,11.2860107421875,1.3852518733413368
279.874267578125,2951.805419921875,297.4415283203125,2975.778564453125,304356.0456825781,304373.6129433203,6517542.471438078,6517518.498293547,23.97314453125,1.364648984441773
227.81744384765625,3449.477294921875,243.95726013183594,3467.086669921875,304303.98885884765,304320.1286751318,6517044.799563078,6517027.190188078,17.609375,1.0910517622967482
227.51513671875,3512.941650390625,244.51312255859375,3530.34619140625,304303.68655171874,304320.6845375586,6516981.335207609,6516963.930666594,17.404541015625,1.0239178441264654
334.7967529296875,2014.46533203125,364.696533203125,2045.313232421875,304410.9681679297,304440.8679482031,6518479.811525969,6518448.963625578,30.847900390625,1.031709935943235
428.7283935546875,124.80769348144531,450.70721435546875,145.38690185546875,304504.8998085547,304526.87862935546,6520369.469164519,6520348.889956145,21.97882080078125,1.0680109944619884
401.3462829589844,204.64820861816406,429.13189697265625,233.76129150390625,304477.517697959,304505.30331197265,6520289.628649382,6520260.515566496,29.113082885742188,1.0477754017390846
410.40087890625,358.3295593261719,424.2455139160156,373.3100891113281,304486.57229390624,304500.416928916,6520135.947298674,6520120.966768889,14.98052978515625,1.0820458448048211
