xmin,ymin,xmax,ymax,utm_left,utm_right,utm_top,utm_bottom,box_size,ratio
163.22547912597656,70.61134338378906,340.4116516113281,240.39932250976562,304385.8063697815,304430.10291290283,6520208.347164154,6520165.900169373,44.29654312133789,1.043573128071015
431.1297912597656,618.9588623046875,560.1608276367188,789.1824340820312,304452.78244781494,304485.0402069092,6520071.260284424,6520028.7043914795,42.55589294433594,1.3192451719914127
116.24688720703125,3166.247802734375,210.65106201171875,3272.510498046875,304374.06172180176,304397.66276550293,6519434.438049316,6519407.872375488,26.565673828125,1.1256143653852868
190.4489288330078,3320.284423828125,290.55767822265625,3431.04541015625,304392.61223220825,304417.63941955566,6519395.928894043,6519368.238647461,27.69024658203125,1.106406652799301
404.6400146484375,3983.26318359375,504.8258972167969,4060.630615234375,304446.1600036621,304471.2064743042,6519230.184204102,6519210.842346191,25.046470642089844,1.2949361306670621
44.15813446044922,4465.96630859375,153.4732666015625,4580.94384765625,304356.0395336151,304383.3683166504,6519109.508422852,6519080.764038086,28.744384765625,1.051798930399473
270.70526123046875,5020.51025390625,404.4227294921875,5122.9052734375,304412.6763153076,304446.10568237305,6518970.872436523,6518945.273681641,33.42936706542969,1.3058981664719487
0.0,4943.279296875,114.20663452148438,5069.20947265625,304345.0,304373.5516586304,6518990.180175781,6518958.697631836,31.4825439453125,1.102652015873563
373.0106201171875,5837.8271484375,541.3032836914062,6000.0,304438.2526550293,304480.32582092285,6518766.543212891,6518726.0,42.07316589355469,1.037736353235179
321.1357116699219,5561.19873046875,451.98699951171875,5658.03955078125,304425.2839279175,304457.99674987793,6518835.700317383,6518811.490112305,32.71282196044922,1.3511997050370594
267.2196350097656,7338.484375,394.309814453125,7473.54443359375,304411.80490875244,304443.5774536133,6518391.37890625,6518357.613891602,33.7650146484375,1.0627104248754529
334.63433837890625,7448.0224609375,442.6689453125,7573.7841796875,304428.6585845947,304455.6672363281,6518363.994384766,6518332.553955078,31.4404296875,1.1640873449681053
0.0,7573.60009765625,177.51531982421875,7728.04833984375,304345.0,304389.37882995605,6518332.599975586,6518293.987915039,44.37882995605469,1.149351506433562
476.72314453125,8245.1708984375,600.0,8384.50390625,304464.1807861328,304495.0,6518164.707275391,6518129.8740234375,34.833251953125,1.1302446617631332
133.6834259033203,8742.1982421875,283.831298828125,8908.4580078125,304378.42085647583,304415.95782470703,6518040.450439453,6517998.885498047,41.56494140625,1.1073068328331517
176.50173950195312,9172.33203125,356.05712890625,9344.8466796875,304389.1254348755,304434.01428222656,6517932.9169921875,6517889.788330078,44.88884735107422,1.040812423933656
88.07291412353516,9901.2822265625,250.47494506835938,10042.4931640625,304367.0182285309,304407.6187362671,6517750.679443359,6517715.376708984,40.600507736206055,1.1500669411307054
364.25775146484375,9887.2109375,507.984375,10057.3173828125,304436.0644378662,304471.99609375,6517754.197265625,6517711.670654297,42.526611328125,1.1835416510072758
85.79756164550781,11116.0556640625,230.58412170410156,11258.974609375,304366.4493904114,304402.646030426,6517446.986083984,6517411.256347656,36.19664001464844,1.0130676499326952
246.94357299804688,11482.072265625,402.92938232421875,11669.712890625,304406.7358932495,304445.73234558105,6517355.481933594,6517308.571777344,46.91015625,1.2029339451490537
42.03279113769531,11849.833984375,193.4318389892578,11999.0791015625,304355.5081977844,304393.3579597473,6517263.541503906,6517226.230224609,37.849761962890625,1.014432168399563
1.3693485260009766,11757.796875,80.96641540527344,11848.421875,304345.3423371315,304365.2416038513,6517286.55078125,6517263.89453125,22.65625,1.1385469785897258
871.7788696289062,10.784992218017578,982.2492065429688,108.5025634765625,304562.9447174072,304590.56230163574,6520223.3037519455,6520198.874359131,27.617584228515625,1.130506371487435
891.878662109375,1477.483642578125,1060.289306640625,1618.900146484375,304567.96966552734,304610.07232666016,6519856.6290893555,6519821.274963379,42.1026611328125,1.1908839483324758
631.1209716796875,1920.7257080078125,790.4865112304688,2112.00146484375,304502.7802429199,304542.6216278076,6519745.818572998,6519697.999633789,47.818939208984375,1.20023285695957
954.7271728515625,2538.6630859375,1074.098388671875,2642.661865234375,304583.6817932129,304613.52459716797,6519591.334228516,6519565.334533691,29.842803955078125,1.147813624615298
855.5032958984375,3218.184326171875,1010.3893432617188,3396.070068359375,304558.8758239746,304597.59733581543,6519421.453918457,6519376.98248291,44.471435546875,1.1484942976837258
658.2225341796875,4064.387451171875,809.752197265625,4200.0,304509.5556335449,304547.4380493164,6519209.903137207,6519176.0,37.882415771484375,1.1173719865555054
1007.0437622070312,4069.47509765625,1111.08984375,4169.55322265625,304596.76094055176,304622.7724609375,6519208.631225586,6519183.611694336,26.011520385742188,1.0396485899687744
616.4644775390625,3623.264404296875,729.1004028320312,3757.388427734375,304499.11611938477,304527.275100708,6519320.183898926,6519286.652893066,33.531005859375,1.190774817968958
976.4015502929688,4638.40087890625,1099.934326171875,4752.8203125,304589.10038757324,304619.98358154297,6519066.399780273,6519037.794921875,30.883193969726562,1.0796485526882913
627.6387329101562,5193.73046875,736.599853515625,5312.54931640625,304501.90968322754,304529.1499633789,6518927.5673828125,6518897.862670898,29.7047119140625,1.0904701327960322
692.8914794921875,4990.44140625,808.5667724609375,5096.25,304518.22286987305,304547.14169311523,6518978.3896484375,6518951.9375,28.9188232421875,1.093250452246465
1020.9329833984375,5400.0,1198.11474609375,5520.595703125,304600.2332458496,304644.52868652344,6518876.0,6518845.851074219,44.295440673828125,1.469221191999352
600.0,5415.92578125,690.0755615234375,5517.46337890625,304495.0,304517.51889038086,6518872.0185546875,6518846.634155273,25.3843994140625,1.1272491221698362
