xmin,ymin,xmax,ymax
163.22547912597656,70.61134338378906,340.4116516113281,240.39932250976562
0.0,1.3538360595703125,161.42245483398438,258.5853271484375
134.700927734375,408.6676025390625,354.4090270996094,600.0
332.8908386230469,355.7102966308594,532.6004638671875,583.994873046875
0.0,600.0,248.6082763671875,916.7555541992188
431.1297912597656,618.9588623046875,560.1608276367188,789.1824340820312
160.01913452148438,1287.121337890625,409.2022705078125,1566.38525390625
0.0,1234.10009765625,194.4854736328125,1654.236083984375
313.01116943359375,1540.1641845703125,600.0,1800.0
0.0,1907.2554931640625,158.8011474609375,2119.369873046875
116.24688720703125,3166.247802734375,210.65106201171875,3272.510498046875
285.65386962890625,3026.8330078125,580.38427734375,3353.763427734375
190.4489288330078,3320.284423828125,290.55767822265625,3431.04541015625
404.6400146484375,3983.26318359375,504.8258972167969,4060.630615234375
299.849609375,4213.1708984375,482.7208557128906,4464.00341796875
44.15813446044922,4465.96630859375,153.4732666015625,4580.94384765625
89.86790466308594,5150.8173828125,258.1304931640625,5370.22509765625
270.70526123046875,5020.51025390625,404.4227294921875,5122.9052734375
0.0,4943.279296875,114.20663452148438,5069.20947265625
373.0106201171875,5837.8271484375,541.3032836914062,6000.0
0.0,5754.87939453125,145.4085693359375,5992.70068359375
0.0,5419.7978515625,126.46378326416016,5657.3876953125
321.1357116699219,5561.19873046875,451.98699951171875,5658.03955078125
105.00662231445312,6006.62841796875,305.96575927734375,6195.4794921875
140.44586181640625,7006.1064453125,237.09507751464844,7177.1884765625
267.2196350097656,7338.484375,394.309814453125,7473.54443359375
334.63433837890625,7448.0224609375,442.6689453125,7573.7841796875
0.0,7573.60009765625,177.51531982421875,7728.04833984375
476.72314453125,8245.1708984375,600.0,8384.50390625
377.9830322265625,7842.734375,572.3084716796875,8052.68896484375
39.41554641723633,8179.05908203125,231.6452178955078,8400.0
133.6834259033203,8742.1982421875,283.831298828125,8908.4580078125
130.75277709960938,8507.47265625,355.1534423828125,8722.232421875
176.50173950195312,9172.33203125,356.05712890625,9344.8466796875
10.091188430786133,9150.921875,193.70443725585938,9381.9921875
88.07291412353516,9901.2822265625,250.47494506835938,10042.4931640625
364.25775146484375,9887.2109375,507.984375,10057.3173828125
85.79756164550781,11116.0556640625,230.58412170410156,11258.974609375
246.94357299804688,11482.072265625,402.92938232421875,11669.712890625
42.03279113769531,11849.833984375,193.4318389892578,11999.0791015625
1.3693485260009766,11757.796875,80.96641540527344,11848.421875
871.7788696289062,10.784992218017578,982.2492065429688,108.5025634765625
739.08056640625,127.16974639892578,1033.90380859375,394.2263488769531
600.0,1535.1002197265625,748.6522216796875,1800.0
891.878662109375,1477.483642578125,1060.289306640625,1618.900146484375
631.1209716796875,1920.7257080078125,790.4865112304688,2112.00146484375
954.7271728515625,2538.6630859375,1074.098388671875,2642.661865234375
855.5032958984375,3218.184326171875,1010.3893432617188,3396.070068359375
624.9061279296875,3330.6484375,793.412353515625,3568.009033203125
821.8965454101562,3358.985107421875,1049.02587890625,3600.0
658.2225341796875,4064.387451171875,809.752197265625,4200.0
1007.0437622070312,4069.47509765625,1111.08984375,4169.55322265625
616.4644775390625,3623.264404296875,729.1004028320312,3757.388427734375
976.4015502929688,4638.40087890625,1099.934326171875,4752.8203125
627.6387329101562,5193.73046875,736.599853515625,5312.54931640625
692.8914794921875,4990.44140625,808.5667724609375,5096.25
1020.9329833984375,5400.0,1198.11474609375,5520.595703125
955.9674072265625,5700.94140625,1150.869140625,5921.27978515625
600.0,5415.92578125,690.0755615234375,5517.46337890625
693.5065307617188,6271.955078125,806.4959716796875,6399.66357421875
998.7828369140625,6336.73876953125,1200.0,6600.0
611.3087768554688,6350.03271484375,689.316650390625,6433.56396484375
916.3015747070312,6940.4951171875,1008.9430541992188,7034.470703125
776.3416748046875,6673.48291015625,889.33056640625,6778.40380859375
1055.71630859375,6618.34228515625,1157.3004150390625,6729.60546875
1014.582763671875,7813.40869140625,1200.0,8196.9599609375
710.0376586914062,8116.802734375,931.723388671875,8350.4443359375
984.53857421875,8532.3701171875,1106.0472412109375,8676.125
871.0138549804688,8400.1640625,1051.207275390625,8512.6240234375
862.2481689453125,8862.37890625,1033.9267578125,8967.0458984375
743.299072265625,9109.8388671875,1068.7845458984375,9320.9208984375
876.9549560546875,9825.68359375,1055.389404296875,10037.7998046875
600.0,10069.40234375,687.1862182617188,10169.23828125
1065.3701171875,10083.345703125,1183.76953125,10186.615234375
771.3441162109375,9600.0,1030.8095703125,9837.21875
600.0,10256.0234375,776.760498046875,10573.017578125
661.3766479492188,11000.001953125,859.9992065429688,11304.005859375
851.6996459960938,11081.3994140625,917.4918212890625,11132.2685546875
618.7498168945312,10811.3388671875,704.2955932617188,10911.546875
766.0718994140625,11543.0283203125,902.677978515625,11691.6337890625
1292.6541748046875,725.7403564453125,1452.776123046875,892.533203125
1261.2132568359375,619.9281616210938,1378.6630859375,737.9232177734375
1620.6435546875,1505.19384765625,1800.0,1734.37353515625
1685.437255859375,1279.5625,1769.69091796875,1349.1083984375
1623.48828125,2253.021484375,1787.65380859375,2400.0
1573.6478271484375,1969.51953125,1798.97412109375,2239.38134765625
1200.0,2048.142333984375,1369.0224609375,2220.617919921875
1367.03125,1874.3282470703125,1620.57421875,2181.368896484375
1335.069091796875,2411.22265625,1459.93603515625,2528.437255859375
1471.06005859375,2405.787353515625,1765.527587890625,2736.35400390625
1481.795654296875,3318.3896484375,1592.714111328125,3443.52734375
1607.32958984375,3027.859375,1800.0,3543.259521484375
1409.814697265625,3984.184814453125,1545.375,4112.29833984375
1389.7001953125,3779.291015625,1554.2381591796875,3948.6669921875
1567.30126953125,3979.6396484375,1772.75048828125,4190.0322265625
1324.76220703125,4234.6015625,1544.857666015625,4622.978515625
1344.377197265625,4594.544921875,1583.97998046875,4800.0
1517.5101318359375,4242.06787109375,1800.0,4590.21044921875
1654.8375244140625,4853.7021484375,1800.0,5098.99169921875
1304.5992431640625,5104.11767578125,1524.917724609375,5400.0
1215.8577880859375,5648.9384765625,1396.60546875,5974.77490234375
1282.7435302734375,5434.2548828125,1446.2919921875,5643.41259765625
1564.8521728515625,5724.736328125,1681.6690673828125,5881.48388671875
1388.046630859375,5651.17236328125,1576.2396240234375,5944.884765625
1649.14697265625,5540.12451171875,1800.0,5728.5146484375
1470.6806640625,5467.27783203125,1622.996826171875,5571.75048828125
1429.90576171875,6000.0,1738.9549560546875,6277.5419921875
1298.573974609375,6180.75439453125,1482.86328125,6352.43017578125
1418.58447265625,6639.61376953125,1598.242919921875,6856.40283203125
1436.2525634765625,6870.921875,1529.565673828125,6975.17626953125
1706.3873291015625,6896.55810546875,1800.0,7049.95654296875
1381.1378173828125,7000.978515625,1491.03466796875,7107.86572265625
1436.7041015625,7503.83203125,1565.0546875,7678.619140625
1215.6690673828125,7200.0,1427.65283203125,7443.10009765625
1200.0,7488.99658203125,1369.531005859375,7741.828125
1457.178955078125,7623.126953125,1800.0,7800.0
1375.193603515625,7800.0,1649.1119384765625,8165.20361328125
1251.477783203125,8061.0078125,1537.046875,8388.33984375
1389.3619384765625,8677.3115234375,1764.7442626953125,9000.0
1306.8760986328125,8400.0,1491.0364990234375,8724.8203125
1502.7802734375,9360.875,1603.5240478515625,9492.1884765625
1424.746337890625,9165.4638671875,1579.19384765625,9415.9248046875
1613.7275390625,9348.8779296875,1791.455078125,9585.3125
1220.5701904296875,9889.6220703125,1349.4951171875,10002.154296875
1684.351806640625,11097.19921875,1780.394775390625,11177.8681640625
1200.0,11109.400390625,1333.414306640625,11319.822265625
1365.4425048828125,10824.2802734375,1531.9532470703125,10977.0908203125
1451.324951171875,11164.7138671875,1656.4619140625,11400.0
1649.8492431640625,11765.8935546875,1762.023193359375,11874.953125
1532.809814453125,11503.953125,1653.0859375,11646.361328125
2129.615966796875,600.0,2400.0,1156.6240234375
1964.923828125,1395.4310302734375,2282.4990234375,1631.271484375
1800.0,1371.177001953125,1987.018310546875,1616.5078125
2044.7313232421875,1263.26953125,2239.461669921875,1428.7705078125
1829.1705322265625,1903.8870849609375,2170.261962890625,2344.6494140625
1976.599609375,2713.77880859375,2147.911865234375,2895.12548828125
2173.81201171875,2400.0,2400.0,2646.845947265625
1815.0721435546875,3065.54833984375,1973.083251953125,3273.98486328125
1980.369873046875,3064.177734375,2214.43701171875,3283.8046875
1957.25390625,3245.4296875,2147.06494140625,3586.52734375
1874.0263671875,3975.68603515625,2061.12451171875,4142.26123046875
1932.3839111328125,3600.0,2203.5830078125,3970.88330078125
1895.3641357421875,4321.29736328125,2022.750732421875,4440.935546875
2018.7314453125,4430.9677734375,2267.280517578125,4684.884765625
1896.75048828125,4811.078125,2022.16748046875,4957.4169921875
2045.5595703125,4912.27294921875,2273.24365234375,5147.2197265625
1800.0,5717.51708984375,1918.887451171875,5854.4130859375
2258.970703125,5619.5625,2400.0,5917.42626953125
1860.366455078125,5830.5849609375,2061.77392578125,6000.0
1995.0281982421875,6240.27001953125,2119.357666015625,6382.44287109375
1949.1837158203125,6401.91162109375,2044.735595703125,6525.9267578125
2210.095947265625,6276.8505859375,2280.74462890625,6350.99755859375
1800.0,6917.3408203125,1904.0780029296875,7069.140625
2156.60595703125,6974.70947265625,2285.218017578125,7094.224609375
2281.856689453125,6720.66748046875,2389.4580078125,6843.8916015625
1917.8914794921875,7611.8349609375,2211.12646484375,7800.0
1935.392578125,7448.94921875,2110.208251953125,7604.22314453125
2008.1043701171875,8154.83251953125,2145.321044921875,8293.048828125
2052.56396484375,7913.79443359375,2243.56591796875,8131.51708984375
1808.146728515625,8581.7158203125,1935.27783203125,8737.046875
1945.20068359375,9389.2880859375,2157.5615234375,9600.0
2235.13525390625,9829.4951171875,2394.33154296875,10023.92578125
1803.6104736328125,9617.501953125,1964.95361328125,9793.5537109375
1857.0491943359375,10408.58984375,2080.600341796875,10666.6865234375
1969.660400390625,10804.03125,2104.214111328125,10944.6962890625
1893.4444580078125,11779.328125,2083.848876953125,11993.546875
2547.53564453125,129.26100158691406,2617.333984375,209.2882080078125
2683.27490234375,127.75096130371094,2840.517578125,307.28948974609375
2910.343994140625,56.022987365722656,3000.0,155.88185119628906
2828.220458984375,184.1545867919922,2902.51025390625,278.9085388183594
2400.0,264.95355224609375,2697.66943359375,600.0
2870.5732421875,1536.2587890625,2995.904296875,1644.068359375
2642.9140625,1200.0,2950.190673828125,1541.084228515625
2594.388916015625,1496.266357421875,2840.254150390625,1705.307861328125
2497.16552734375,2095.255126953125,2597.68896484375,2185.865478515625
2752.707763671875,1842.302978515625,2907.1865234375,2038.2156982421875
2566.2734375,2559.5283203125,2699.79248046875,2696.526123046875
2913.52587890625,2413.59814453125,2999.998779296875,2510.708251953125
2676.642578125,2411.918212890625,2825.48388671875,2608.98291015625
2838.66943359375,3269.435302734375,2946.13623046875,3385.42333984375
2686.81689453125,3309.676025390625,2758.07861328125,3398.53125
2400.0,3610.810791015625,2556.59228515625,3918.62646484375
2720.3095703125,3915.94775390625,2791.876220703125,3987.94775390625
2725.4033203125,4241.080078125,2846.541015625,4373.43359375
2691.298095703125,4807.0908203125,2941.128173828125,5145.46826171875
2732.029052734375,5174.34619140625,2983.572021484375,5400.0
2474.35791015625,5800.16943359375,2613.170166015625,5955.3134765625
2485.21337890625,5400.0,2714.054443359375,5667.90625
2420.311767578125,6308.68505859375,2674.9326171875,6600.0
2750.0712890625,6724.7294921875,2939.545166015625,6877.970703125
2504.6875,6830.51953125,2688.76806640625,6989.6337890625
2683.20703125,6923.88232421875,2836.119873046875,7109.3955078125
2893.722412109375,7710.228515625,3000.0,7800.0
2411.16943359375,7532.02587890625,2575.90185546875,7796.10498046875
2400.0,7268.33056640625,2613.4921875,7490.83740234375
2498.1806640625,7873.28759765625,2647.2216796875,8026.93505859375
2464.1181640625,8504.22265625,2571.139404296875,8598.265625
2401.805908203125,8752.0390625,2486.701904296875,8855.9072265625
2693.910888671875,8812.0439453125,2883.69775390625,8993.30078125
2841.231201171875,9110.8662109375,3000.0,9285.9541015625
2566.5732421875,9100.0859375,2687.30517578125,9222.400390625
2636.415771484375,10235.296875,2824.84619140625,10464.953125
2447.666748046875,10472.89453125,2664.02099609375,10674.8662109375
2527.77783203125,10938.2451171875,2758.2578125,11119.693359375
3000.0,837.507080078125,3310.031005859375,1184.719482421875
3453.875,656.3833618164062,3509.392578125,704.5166015625
3153.19384765625,1642.791259765625,3328.459228515625,1800.0
3381.7109375,1646.630859375,3465.70703125,1794.7529296875
3008.628662109375,1200.0,3173.497802734375,1431.540771484375
3281.4375,2043.427734375,3507.97607421875,2305.46337890625
3000.0,1800.6981201171875,3147.29150390625,2044.986572265625
3000.0,2029.865234375,3264.759033203125,2400.0
3227.570556640625,2498.542236328125,3415.131103515625,2818.802490234375
3000.0,2675.114990234375,3145.16015625,2813.5712890625
3411.904052734375,2472.359619140625,3573.7294921875,2723.439453125
3155.65771484375,3238.97216796875,3546.44775390625,3592.08544921875
3458.12451171875,3641.888671875,3559.5078125,3742.036376953125
3352.26220703125,3731.79052734375,3572.91455078125,3956.729736328125
