xmin,ymin,xmax,ymax,utm_left,utm_right,utm_top,utm_bottom,box_size,ratio,number_of_hits
919.7546997070312,6950.9375,1008.02880859375,7039.2412109375,304574.93867492676,304597.00720214844,6518488.265625,6518466.189697266,22.075927734375,1.000335342391496,1
1402.3404541015625,3806.99267578125,1535.8359375,3941.6494140625,304695.5851135254,304728.958984375,6519274.251831055,6519240.587646484,33.6641845703125,1.0086988327488695,1
1424.0352783203125,4007.7138671875,1526.5269775390625,4118.9404296875,304701.0088195801,304726.63174438477,6519224.071533203,6519196.264892578,27.806640625,1.085225080156072,1
1398.6524658203125,4269.94189453125,1460.6181640625,4347.7578125,304694.6631164551,304710.1545410156,6519158.514526367,6519139.060546875,19.4539794921875,1.2557902222712525,1
2020.409423828125,8165.39892578125,2137.342041015625,8290.0361328125,304850.10235595703,304879.3355102539,6518184.650268555,6518153.490966797,31.1593017578125,1.0658891422176566,1
2548.1416015625,130.59197998046875,2620.381591796875,204.97161865234375,304982.0354003906,305000.0953979492,6520193.352005005,6520174.757095337,18.59490966796875,1.0296186147112996,1
3023.910888671875,482.124267578125,3069.010009765625,524.67431640625,305100.97772216797,305112.2525024414,6520105.4689331055,6520094.831420898,11.2747802734375,1.0599076225722237,1
3060.17578125,980.4708251953125,3149.575439453125,1059.8763427734375,305110.0439453125,305132.3938598633,6519980.882293701,6519961.030914307,22.34991455078125,1.1258620424602992,1
3462.7021484375,660.5541381835938,3507.842529296875,706.6614990234375,305210.6755371094,305221.9606323242,6520060.861465454,6520049.334625244,11.526840209960938,1.0214216176748965,1
3337.89697265625,1794.9342041015625,3393.35595703125,1838.6199951171875,305179.47424316406,305193.3389892578,6519777.266448975,6519766.345001221,13.86474609375,1.2694970855664285,1
3822.747314453125,4858.67138671875,3888.219482421875,4932.8720703125,305300.6868286133,305317.05487060547,6519011.33215332,6518992.781982422,18.5501708984375,1.1333164288857234,1
4856.81884765625,7776.57373046875,4899.298828125,7817.73486328125,305559.20471191406,305569.82470703125,6518281.856567383,6518271.56628418,10.6199951171875,1.0320410923153573,1
4904.3876953125,10507.4482421875,4957.9326171875,10569.4365234375,305571.0969238281,305584.4831542969,6517599.137939453,6517583.640869141,15.4970703125,1.157687397410177,1
5407.8564453125,10239.994140625,5477.11865234375,10301.744140625,305696.9641113281,305714.27966308594,6517666.001464844,6517650.563964844,17.3155517578125,1.1216551745951417,1
5496.3349609375,11350.4501953125,5560.10400390625,11417.712890625,305719.0837402344,305735.02600097656,6517388.387451172,6517371.571777344,16.815673828125,1.0547860243952862,1
5803.75390625,2606.7197265625,5854.93212890625,2658.843017578125,305795.9384765625,305808.73303222656,6519574.320068359,6519561.2892456055,13.03082275390625,1.0184662207932222,1
5856.6591796875,7496.4990234375,5969.08740234375,7591.81884765625,305809.1647949219,305837.27185058594,6518351.875244141,6518328.045288086,28.1070556640625,1.1794841584919191,1
5747.451171875,10876.1552734375,5832.126953125,10971.1123046875,305781.86279296875,305803.03173828125,6517506.961181641,6517483.221923828,23.7392578125,1.1214190155464316,1
8547.22265625,3056.131591796875,8606.580078125,3121.2099609375,306481.8056640625,306496.64501953125,6519461.967102051,6519445.697509766,16.26959228515625,1.0963813299990128,1
8406.2958984375,11600.0,8482.1142578125,11681.296875,306446.5739746094,306465.5285644531,6517326.0,6517305.67578125,20.32421875,1.0722584301501843,1
8855.5546875,8007.814453125,8931.353515625,8088.81396484375,306558.888671875,306577.83837890625,6518224.046386719,6518203.796508789,20.2498779296875,1.0686116622432942,1
9321.3330078125,6549.58837890625,9400.01953125,6629.11572265625,306675.3332519531,306695.0048828125,6518588.602905273,6518568.721069336,19.8818359375,1.0106856965560038,1
9233.7666015625,8557.845703125,9301.0654296875,8623.490234375,306653.4416503906,306670.2663574219,6518086.538574219,6518070.127441406,16.82470703125,1.0252008330853912,1
10041.890625,11454.439453125,10123.763671875,11528.421875,306855.47265625,306875.94091796875,6517362.390136719,6517343.89453125,20.46826171875,1.1066554027297446,1
11863.6484375,7863.67041015625,11935.197265625,7940.5712890625,307310.912109375,307328.79931640625,6518260.082397461,6518240.857177734,19.2252197265625,1.0748027734556274,1
11813.9873046875,8528.548828125,11873.0576171875,8581.6591796875,307298.4968261719,307313.2644042969,6518093.862792969,6518080.585205078,14.767578125,1.1122184425852717,1
