xmin,ymin,xmax,ymax,utm_left,utm_right,utm_top,utm_bottom,box_size,ratio,number_of_hits
691.316162109375,2013.73193359375,768.3065185546875,2081.99853515625,304517.82904052734,304537.0766296387,6519722.567016602,6519705.500366211,19.247589111328125,1.1277895000357627,2
406.71331787109375,5861.375,542.7160034179688,5997.4375,304446.6783294678,304480.6790008545,6518760.65625,6518726.640625,34.015625,1.0004398034706776,2
504.016845703125,8215.4111328125,684.5186157226562,8344.80859375,304471.0042114258,304516.12965393066,6518172.147216797,6518139.7978515625,45.12544250488281,1.3949405862508772,2
918.50390625,6938.2177734375,1012.8793334960938,7041.89453125,304574.6259765625,304598.219833374,6518491.445556641,6518465.5263671875,25.919189453125,1.0985566988973947,3
1270.431396484375,611.9276733398438,1385.1951904296875,719.008544921875,304662.6078491211,304691.2987976074,6520073.018081665,6520046.2478637695,28.690948486328125,1.0717487843512332,2
1500.73974609375,3134.2900390625,1559.099609375,3200.0,304720.18493652344,304734.77490234375,6519442.427490234,6519426.0,16.427490234375,1.1259443947088796,1
1395.23291015625,3806.587890625,1537.844970703125,3936.455810546875,304693.80822753906,304729.4612426758,6519274.353027344,6519241.886047363,35.65301513671875,1.0981315526780326,3
1422.87158203125,4000.0,1531.677734375,4111.3837890625,304700.7178955078,304727.91943359375,6519226.0,6519198.154052734,27.845947265625,1.0236901743442457,3
1386.19677734375,4274.06103515625,1461.5748291015625,4347.37451171875,304691.54919433594,304710.3937072754,6519157.484741211,6519139.15637207,18.844512939453125,1.0281609233679219,1
1388.6632080078125,4110.15380859375,1440.1607666015625,4163.533203125,304692.16580200195,304705.0401916504,6519198.461547852,6519185.116699219,13.3448486328125,1.0365422359600633,2
2090.85107421875,2962.7890625,2174.29150390625,3066.4150390625,304867.7127685547,304888.57287597656,6519485.302734375,6519459.396240234,25.906494140625,1.241915663073628,2
2016.9703369140625,8166.77880859375,2141.7060546875,8292.5107421875,304849.2425842285,304880.4265136719,6518184.305297852,6518152.872314453,31.4329833984375,1.007986612319993,3
2549.992431640625,126.66657257080078,2619.93359375,202.18017578125,304982.49810791016,304999.9833984375,6520194.333356857,6520175.454956055,18.878400802612305,1.0796732701175304,3
2715.617431640625,3917.181640625,2788.99853515625,3981.9716796875,305023.90435791016,305042.24963378906,6519246.704589844,6519230.507080078,18.34527587890625,1.1325985379455874,1
