xmin,ymin,xmax,ymax
358.8768615722656,1031.3724365234375,390.2025451660156,1053.2470703125
157.26705932617188,1463.2916259765625,171.7574462890625,1476.0208740234375
311.86968994140625,2126.296875,329.6856994628906,2143.71875
81.49069213867188,1959.132568359375,98.74876403808594,1970.2689208984375
44.31296920776367,1806.7584228515625,66.06941223144531,1821.729248046875
332.10662841796875,2543.582763671875,344.5941162109375,2554.9609375
421.6626281738281,2267.34716796875,441.5602111816406,2283.4619140625
267.53289794921875,2306.037841796875,281.3880920410156,2317.749755859375
128.56935119628906,2613.135498046875,144.28260803222656,2624.9013671875
129.38880920410156,2628.81640625,143.88760375976562,2638.964599609375
737.0086669921875,1400.0262451171875,751.253662109375,1412.290283203125
717.9588623046875,1952.44189453125,729.9102783203125,1958.736083984375
598.1209106445312,1797.99755859375,612.1793212890625,1811.965576171875
761.2967529296875,2594.405029296875,784.6423950195312,2609.776123046875
744.7727661132812,2919.488037109375,760.249755859375,2929.259521484375
668.5840454101562,2842.943359375,680.7815551757812,2853.313720703125
480.23675537109375,3006.2548828125,492.62249755859375,3015.89208984375
1269.5260009765625,938.7859497070312,1290.2164306640625,952.4895629882812
1106.1904296875,1307.7012939453125,1121.7857666015625,1320.2906494140625
1112.82080078125,1078.45849609375,1131.376220703125,1092.306884765625
1312.00830078125,1610.237548828125,1326.951171875,1618.28759765625
1297.64306640625,1658.00732421875,1312.245361328125,1666.682373046875
971.5791015625,2009.782958984375,988.8304443359375,2020.86279296875
1232.8363037109375,2099.02783203125,1249.33740234375,2110.216064453125
1247.8385009765625,2099.4453125,1262.2041015625,2111.66064453125
947.8544311523438,2292.59912109375,968.0917358398438,2306.44189453125
1298.6832275390625,2646.329833984375,1314.07666015625,2658.110595703125
1184.0843505859375,2350.911865234375,1197.719482421875,2360.809326171875
1485.9581298828125,1525.4747314453125,1498.4498291015625,1535.8670654296875
1633.3746337890625,1626.4007568359375,1647.6849365234375,1638.23486328125
1640.071533203125,1637.1663818359375,1654.166748046875,1649.6998291015625
1756.5789794921875,1704.9022216796875,1768.5113525390625,1715.031982421875
1559.41845703125,2103.288818359375,1571.5867919921875,2110.80029296875
1553.0732421875,1848.58251953125,1568.790283203125,1859.2490234375
1355.7996826171875,2224.289794921875,1373.786376953125,2235.77587890625
1693.931884765625,2635.743896484375,1706.98046875,2645.260986328125
1393.6954345703125,2453.689208984375,1406.110595703125,2463.6279296875
1534.0113525390625,2438.023193359375,1554.6531982421875,2451.615966796875
1379.382568359375,2864.043701171875,1405.9085693359375,2880.354248046875
2219.072509765625,544.5438232421875,2232.363037109375,558.986572265625
2139.115478515625,1544.5380859375,2153.448486328125,1553.66455078125
1993.935302734375,1355.77685546875,2005.6070556640625,1364.3753662109375
1979.9542236328125,1613.0458984375,1995.7391357421875,1623.45458984375
1851.46533203125,1458.99853515625,1865.1639404296875,1469.1998291015625
2173.270263671875,1955.3837890625,2185.904541015625,1964.2650146484375
1855.1495361328125,1999.112060546875,1879.8919677734375,2011.04443359375
1941.284423828125,1893.0281982421875,1959.55615234375,1909.795166015625
1979.0950927734375,2549.61376953125,1991.71337890625,2566.03466796875
1916.8009033203125,2360.7607421875,1930.860595703125,2369.503173828125
1991.020751953125,2551.0810546875,2006.65966796875,2567.194091796875
2007.34521484375,2281.679443359375,2019.90234375,2289.020751953125
1828.4957275390625,2905.328369140625,1842.3477783203125,2913.897216796875
1952.7193603515625,2852.148193359375,1965.1063232421875,2861.775634765625
2646.458740234375,837.1541748046875,2659.0771484375,844.4288330078125
2523.76953125,1671.8099365234375,2534.66015625,1678.933349609375
2241.423828125,2183.624755859375,2254.70654296875,2195.12060546875
2359.945068359375,2174.595703125,2373.21435546875,2184.079345703125
2275.670654296875,1844.4625244140625,2288.292236328125,1854.2606201171875
2547.831298828125,2934.789306640625,2568.633056640625,2957.924072265625
2400.48779296875,2698.36669921875,2413.569091796875,2709.6767578125
2737.629638671875,815.5316162109375,2749.098388671875,824.43310546875
2736.9384765625,2095.333740234375,2750.490966796875,2104.948974609375
2756.25244140625,2396.446533203125,2768.9033203125,2408.677978515625
2994.226318359375,2792.048828125,3014.73583984375,2803.77490234375
3494.5849609375,848.106201171875,3507.697265625,855.8565673828125
3235.66796875,898.126953125,3257.9306640625,909.6044311523438
3511.464111328125,2158.00634765625,3524.52392578125,2170.966796875
3209.760498046875,2210.250244140625,3223.509521484375,2218.5146484375
3174.274658203125,2545.822021484375,3188.94189453125,2554.40185546875
3468.22119140625,2256.091064453125,3483.636474609375,2265.930908203125
3421.28125,2564.020263671875,3435.715087890625,2573.008544921875
3336.994140625,2733.21044921875,3349.96630859375,2741.1171875
