xmin,ymin,xmax,ymax,deg_left,deg_top,deg_right,deg_bottom
358.8768615722656,1031.3724365234375,390.2025451660156,1053.2470703125,64.35283845698672,40.15265023766514,64.3556524910225,40.15068520587842
157.26705932617188,1463.2916259765625,171.7574462890625,1476.0208740234375,64.33472754030812,40.11385027672612,64.33602923391628,40.11270678891853
311.86968994140625,2126.296875,329.6856994628906,2143.71875,64.3486157309128,40.054291501861194,64.35021617027832,40.052726468202145
81.49069213867188,1959.132568359375,98.74876403808594,1970.2689208984375,64.32792043342616,40.069308127022644,64.32947075240233,40.068307731453125
44.31296920776367,1806.7584228515625,66.06941223144531,1821.729248046875,64.32458070175241,40.08299612940408,64.32653511628203,40.081651277295194
332.10662841796875,2543.582763671875,344.5941162109375,2554.9609375,64.35043364602653,40.01680607269706,64.351555416141,40.01578395395154
421.6626281738281,2267.34716796875,441.5602111816406,2283.4619140625,64.35847859836305,40.04162073846086,64.36026602865635,40.04017312618929
267.53289794921875,2306.037841796875,281.3880920410156,2317.749755859375,64.34463288912326,40.03814509609559,64.34587752238497,40.037092996954726
128.56935119628906,2613.135498046875,144.28260803222656,2624.9013671875,64.3321495813249,40.01055804426292,64.3335611272028,40.00950109825492
129.38880920410156,2628.81640625,143.88760375976562,2638.964599609375,64.33222319449021,40.00914940431215,64.33352564336528,40.008237776592054
737.0086669921875,1400.0262451171875,751.253662109375,1412.290283203125,64.38680661500877,40.119533502584275,64.38808626469236,40.11843180529851
717.9588623046875,1952.44189453125,729.9102783203125,1958.736083984375,64.38509534193774,40.06990916047873,64.3861689559051,40.06934374382004
598.1209106445312,1797.99755859375,612.1793212890625,1811.965576171875,64.37433011557835,40.08378313123057,64.37559300409359,40.08252836286264
761.2967529296875,2594.405029296875,784.6423950195312,2609.776123046875,64.38898845089072,40.01224063089861,64.39108562560142,40.01085982205368
744.7727661132812,2919.488037109375,760.249755859375,2929.259521484375,64.38750407589956,39.983037927446055,64.38889439754367,39.982160140069794
668.5840454101562,2842.943359375,680.7815551757812,2853.313720703125,64.38065992667104,39.989914052838735,64.3817556476161,39.988982467430446
480.23675537109375,3006.2548828125,492.62249755859375,3015.89208984375,64.36374040173457,39.97524352908106,64.3648530318858,39.97437780404382
1269.5260009765625,938.7859497070312,1290.2164306640625,952.4895629882812,64.43464346102644,40.16096742328615,64.43650211394876,40.15973640676033
1106.1904296875,1307.7012939453125,1121.7857666015625,1320.2906494140625,64.4199707770135,40.127827194058604,64.42137172996459,40.12669627301513
1112.82080078125,1078.45849609375,1131.376220703125,1092.306884765625,64.42056639338279,40.14842042496704,64.4222332551147,40.14717640304661
1312.00830078125,1610.237548828125,1326.951171875,1618.28759765625,64.43845971094835,40.100649899882455,64.43980205189756,40.099926751692436
1297.64306640625,1658.00732421875,1312.245361328125,1666.682373046875,64.43716925998844,40.09635866794722,64.4384810064596,40.09557937505194
971.5791015625,2009.782958984375,988.8304443359375,2020.86279296875,64.40787843566648,40.06475812501814,64.40942815015497,40.06376280659677
1232.8363037109375,2099.02783203125,1249.33740234375,2110.216064453125,64.4313475694441,40.05674112166941,64.43282988835476,40.05573606565072
1247.8385009765625,2099.4453125,1262.2041015625,2111.66064453125,64.432695239754,40.05670361876082,64.43398572361119,40.05560629681439
947.8544311523438,2292.59912109375,968.0917358398438,2306.44189453125,64.40574721226245,40.03935231691625,64.40756516027348,40.038108799420904
1298.6832275390625,2646.329833984375,1314.07666015625,2658.110595703125,64.4372626992528,40.00757614633104,64.4386455148323,40.00651786249998
1184.0843505859375,2350.911865234375,1197.719482421875,2360.809326171875,64.4269681069818,40.03411399398421,64.42819297171472,40.03322488994079
1485.9581298828125,1525.4747314453125,1498.4498291015625,1535.8670654296875,64.45408588996354,40.10826427332046,64.45520803839682,40.10733071407487
1633.3746337890625,1626.4007568359375,1647.6849365234375,1638.23486328125,64.46732853982259,40.099197934203076,64.46861405618925,40.0981348583337
1640.071533203125,1637.1663818359375,1654.166748046875,1649.6998291015625,64.46793013253257,40.09823084165502,64.46919632722528,40.09710494293087
1756.5789794921875,1704.9022216796875,1768.5113525390625,1715.031982421875,64.47839617450408,40.09214602763358,64.47946807781247,40.091236055743664
1559.41845703125,2103.288818359375,1571.5867919921875,2110.80029296875,64.46068494342893,40.05635835075501,64.46177804355669,40.05568358351022
1553.0732421875,1848.58251953125,1568.790283203125,1859.2490234375,64.46011494308141,40.07923900687489,64.46152682889796,40.07828081852618
1355.7996826171875,2224.289794921875,1373.786376953125,2235.77587890625,64.44239355770993,40.04548864809106,64.44400932995322,40.04445683561128
1693.931884765625,2635.743896484375,1706.98046875,2645.260986328125,64.47276849023423,40.008527097276335,64.47394066447715,40.00767216254964
1393.6954345703125,2453.689208984375,1406.110595703125,2463.6279296875,64.44579779102821,40.02488134810902,64.44691306392825,40.0239885376378
1534.0113525390625,2438.023193359375,1554.6531982421875,2451.615966796875,64.45840258439986,40.026288650236744,64.46025687294862,40.02506759062349
1379.382568359375,2864.043701171875,1405.9085693359375,2880.354248046875,64.44451204438053,39.98801857688511,64.4468949155909,39.98655337553009
2219.072509765625,544.5438232421875,2232.363037109375,558.986572265625,64.5199426752092,40.196382796070864,64.52113658359389,40.19508538185162
2139.115478515625,1544.5380859375,2153.448486328125,1553.66455078125,64.51276001288473,40.10655178304977,64.51404756888326,40.10573193876385
1993.935302734375,1355.77685546875,2005.6070556640625,1364.3753662109375,64.49971825579918,40.123508492887694,64.5007667472041,40.12273607552566
1979.9542236328125,1613.0458984375,1995.7391357421875,1623.45458984375,64.49846231409464,40.10039762154473,64.49988029687526,40.09946259288694
1851.46533203125,1458.99853515625,1865.1639404296875,1469.1998291015625,64.4869199605781,40.11423593163612,64.48815052750766,40.11331953380923
2173.270263671875,1955.3837890625,2185.904541015625,1964.2650146484375,64.51582818943788,40.06964488559656,64.51696314588206,40.068847071528005
1855.1495361328125,1999.112060546875,1879.8919677734375,2011.04443359375,64.48725091826353,40.06571670813431,64.48947356871444,40.064644804825924
1941.284423828125,1893.0281982421875,1959.55615234375,1909.795166015625,64.4949885468748,40.07524638362498,64.49662992417409,40.07374018128306
1979.0950927734375,2549.61376953125,1991.71337890625,2566.03466796875,64.49838513705643,40.01626429822285,64.49951865698569,40.014789183818316
1916.8009033203125,2360.7607421875,1930.860595703125,2369.503173828125,64.49278915480667,40.033229254314364,64.49405215846242,40.03244390831805
1991.020751953125,2551.0810546875,2006.65966796875,2567.194091796875,64.49945643724786,40.016132489754646,64.50086130497625,40.01468503100376
2007.34521484375,2281.679443359375,2019.90234375,2289.020751953125,64.50092288869983,40.0403332482569,64.50205091478195,40.03967376728538
1828.4957275390625,2905.328369140625,1842.3477783203125,2913.897216796875,64.48485656589956,39.9843099120615,64.48610091679288,39.98354015937981
1952.7193603515625,2852.148193359375,1965.1063232421875,2861.775634765625,64.49601576469999,39.98908716853314,64.49712850450884,39.98822232075692
2646.458740234375,837.1541748046875,2659.0771484375,844.4288330078125,64.55833543351442,40.17009716096085,64.55946896440943,40.16944366729579
2523.76953125,1671.8099365234375,2534.66015625,1678.933349609375,64.5473140743517,40.09511875818781,64.54829239584082,40.09447885110279
2241.423828125,2183.624755859375,2254.70654296875,2195.12060546875,64.52195052829944,40.04914165070298,64.5231437348753,40.048108960962175
2359.945068359375,2174.595703125,2373.21435546875,2184.079345703125,64.53259747245897,40.04995274431022,64.53378947280095,40.04910081420251
2275.670654296875,1844.4625244140625,2288.292236328125,1854.2606201171875,64.52502697303771,40.079609112333316,64.52616078904256,40.07872893442078
2547.831298828125,2934.789306640625,2568.633056640625,2957.924072265625,64.54947557970954,39.98166339101742,64.55134423340749,39.97958515966187
2400.48779296875,2698.36669921875,2413.569091796875,2709.6767578125,64.53623948737662,40.002901595193265,64.53741460044395,40.00188559534336
2737.629638671875,815.5316162109375,2749.098388671875,824.43310546875,64.56652545466775,40.1720395484475,64.56755571000923,40.17123991406233
2736.9384765625,2095.333740234375,2750.490966796875,2104.948974609375,64.56646336651909,40.05707296758162,64.56768080743063,40.05620921638167
2756.25244140625,2396.446533203125,2768.9033203125,2408.677978515625,64.56819836950069,40.03002354516484,64.56933481728859,40.028924775737735
2994.226318359375,2792.048828125,3014.73583984375,2803.77490234375,64.58957592658952,39.99448598636874,64.59141832825145,39.99343261519939
3494.5849609375,848.106201171875,3507.697265625,855.8565673828125,64.63452390820643,40.169113323693075,64.63570180657752,40.1684170964506
3235.66796875,898.126953125,3257.9306640625,909.6044311523438,64.6112649990664,40.16461988309281,64.6132648910129,40.1635888436993
3511.464111328125,2158.00634765625,3524.52392578125,2170.966796875,64.63604018808432,40.05144299146735,64.63721337117742,40.05027873450512
3209.760498046875,2210.250244140625,3223.509521484375,2218.5146484375,64.60893769137586,40.04674984239596,64.61017278716542,40.046007438326555
3174.274658203125,2545.822021484375,3188.94189453125,2554.40185546875,64.60574994414571,40.01660491674525,64.60706752440265,40.01583417714492
3468.22119140625,2256.091064453125,3483.636474609375,2265.930908203125,64.63215561049473,40.04263189144363,64.63354038894578,40.04174796324023
3421.28125,2564.020263671875,3435.715087890625,2573.008544921875,64.62793892381465,40.01497014083514,64.62923553753322,40.01416270979266
3336.994140625,2733.21044921875,3349.96630859375,2741.1171875,64.62036728395407,39.99977152787516,64.62153259362952,39.9990612534906
