xmin,ymin,xmax,ymax,utm_left,utm_right,utm_top,utm_bottom,box_size,ratio
40.382904052734375,1175.224853515625,92.06953430175781,1233.676025390625,304355.0957260132,304368.01738357544,6519932.193786621,6519917.580993652,14.61279296875,1.1308760426707132
335.233154296875,572.6434326171875,386.84912109375,629.0191650390625,304428.8082885742,304441.71228027344,6520082.839141846,6520068.74520874,14.09393310546875,1.0922149854081231
200.0,1211.615234375,259.35980224609375,1279.86083984375,304395.0,304409.8399505615,6519923.096191406,6519906.034790039,17.0614013671875,1.149693949211918
527.127685546875,326.84393310546875,655.966552734375,436.56011962890625,304476.7819213867,304508.9916381836,6520144.289016724,6520116.859970093,32.209716796875,1.1742922468416046
407.003662109375,1587.3779296875,706.5185546875,1792.55224609375,304446.75091552734,304521.6296386719,6519829.155517578,6519777.861938477,74.87872314453125,1.4598069476935818
406.71331787109375,5861.375,542.7160034179688,5997.4375,304446.6783294678,304480.6790008545,6518760.65625,6518726.640625,34.015625,1.0004398034706776
504.016845703125,8215.4111328125,684.5185546875,8344.8076171875,304471.0042114258,304516.1296386719,6518172.147216797,6518139.798095703,45.12542724609375,1.3949506422544566
829.8023681640625,1529.16259765625,877.0028076171875,1599.113037109375,304552.450592041,304564.2507019043,6519843.709350586,6519826.221740723,17.48760986328125,1.4819870379086861
693.7908935546875,2010.4404296875,763.610595703125,2082.2744140625,304518.4477233887,304535.9026489258,6519723.389892578,6519705.431396484,17.95849609375,1.0288497682542401
933.2890625,3443.59765625,983.226806640625,3490.89404296875,304578.322265625,304590.80670166016,6519365.1005859375,6519353.276489258,12.48443603515625,1.0558469178117547
729.2720947265625,7148.0146484375,799.47216796875,7221.52734375,304527.31802368164,304544.8680419922,6518438.996337891,6518420.6181640625,18.378173828125,1.0471882993466985
918.50390625,6938.2177734375,1012.8792724609375,7041.89453125,304574.6259765625,304598.21981811523,6518491.445556641,6518465.5263671875,25.919189453125,1.0985574093643573
1077.6826171875,3600.0,1160.730224609375,3652.32177734375,304614.4206542969,304635.18255615234,6519326.0,6519312.919555664,20.76190185546875,1.5872474452895338
1156.69189453125,7800.0,1281.8095703125,7876.98828125,304634.1729736328,304665.4523925781,6518276.0,6518256.7529296875,31.2794189453125,1.6251522147242377
1273.0869140625,617.50439453125,1369.723876953125,722.6837158203125,304663.2717285156,304687.4309692383,6520071.623901367,6520045.329071045,26.294830322265625,1.088396387292364
1290.504638671875,740.9114990234375,1449.3134765625,889.95947265625,304667.62615966797,304707.3283691406,6520040.772125244,6520003.510131836,39.70220947265625,1.0654880708533407
1200.0,2068.90234375,1413.43212890625,2222.84912109375,304645.0,304698.35803222656,6519708.7744140625,6519670.287719727,53.3580322265625,1.3864020578337557
1500.73974609375,3134.2900390625,1559.099609375,3200.0,304720.18493652344,304734.77490234375,6519442.427490234,6519426.0,16.427490234375,1.1259443947088796
1388.6630859375,4110.15380859375,1440.160888671875,4163.533203125,304692.1657714844,304705.04022216797,6519198.461547852,6519185.116699219,13.3448486328125,1.0365373219238154
1482.806640625,6073.05859375,1582.92724609375,6182.751953125,304715.70166015625,304740.73181152344,6518707.7353515625,6518680.312011719,27.42333984375,1.0956122254897658
1246.117431640625,7175.4912109375,1348.92138671875,7255.1044921875,304656.52935791016,304682.2303466797,6518432.127197266,6518412.223876953,25.70098876953125,1.2912915215151366
1524.403564453125,3786.083984375,1655.427001953125,3928.619140625,304726.1008911133,304758.8567504883,6519279.479003906,6519243.845214844,35.6337890625,1.0878599964223958
1400.0,3810.7099609375,1532.688720703125,3933.53955078125,304695.0,304728.1721801758,6519273.322509766,6519242.615112305,33.17218017578125,1.0802667408717777
1638.083984375,3619.9990234375,1740.211669921875,3738.2822265625,304754.52099609375,304780.05291748047,6519321.000244141,6519291.429443359,29.57080078125,1.1581894027228286
1519.535888671875,3951.18896484375,1556.3154296875,3978.81201171875,304724.88397216797,304734.0788574219,6519238.202758789,6519231.29699707,9.19488525390625,1.3314802375733579
1425.064697265625,4000.0,1530.402099609375,4111.33740234375,304701.2661743164,304727.60052490234,6519226.0,6519198.165649414,27.8343505859375,1.0569598249672045
1400.0,4280.478515625,1458.8603515625,4338.80859375,304695.0,304709.7150878906,6519155.880371094,6519141.2978515625,14.715087890625,1.009090909090909
1400.0,6854.1015625,1564.022216796875,7004.0703125,304695.0,304736.0055541992,6518512.474609375,6518474.982421875,41.00555419921875,1.0937093014169619
1449.50537109375,7517.052734375,1567.38525390625,7678.16796875,304707.37634277344,304736.84631347656,6518346.736816406,6518306.4580078125,40.27880859375,1.3667746398363005
1547.880126953125,11533.625,1641.63525390625,11618.65234375,304731.9700317383,304755.40881347656,6517342.59375,6517321.3369140625,23.43878173828125,1.1026467818256995
1766.557373046875,1333.194580078125,1842.920166015625,1392.78564453125,304786.6393432617,304805.7300415039,6519892.7013549805,6519877.803588867,19.0906982421875,1.2814470368928856
1600.0,7909.396484375,1666.109130859375,8013.01953125,304745.0,304761.52728271484,6518248.650878906,6518222.7451171875,25.90576171875,1.5674543822913551
1624.2734375,9000.0,1685.056396484375,9049.3984375,304751.068359375,304766.2640991211,6517976.0,6517963.650390625,15.19573974609375,1.2304631899414835
1862.08740234375,1343.2412109375,1918.104248046875,1394.5595703125,304810.52185058594,304824.5260620117,6519890.189697266,6519877.360107422,14.00421142578125,1.0915556612749762
2099.9814453125,3000.0,2169.734375,3062.52197265625,304869.9953613281,304887.43359375,6519476.0,6519460.369506836,17.438232421875,1.1156546526611737
