xmin,ymin,xmax,ymax
196.6365966796875,1211.894287109375,260.95135498046875,1279.975341796875
691.316162109375,2013.73193359375,768.3065185546875,2081.99853515625
406.71331787109375,5861.375,542.7160034179688,5997.4375
504.016845703125,8215.4111328125,684.5186157226562,8344.80859375
1078.8443603515625,3600.0,1159.58203125,3651.85595703125
918.50390625,6938.2177734375,1012.8793334960938,7041.89453125
1270.431396484375,611.9276733398438,1385.1951904296875,719.008544921875
1200.0,2068.90234375,1413.4322509765625,2222.848876953125
1500.73974609375,3134.2900390625,1559.099609375,3200.0
1395.23291015625,3806.587890625,1537.844970703125,3936.455810546875
1422.87158203125,4000.0,1531.677734375,4111.3837890625
1386.19677734375,4274.06103515625,1461.5748291015625,4347.37451171875
1388.6632080078125,4110.15380859375,1440.1607666015625,4163.533203125
2090.85107421875,2962.7890625,2174.29150390625,3066.4150390625
2003.093505859375,3322.4912109375,2076.97216796875,3407.662353515625
2002.085205078125,7706.56787109375,2103.00390625,7805.419921875
2016.9703369140625,8166.77880859375,2141.7060546875,8292.5107421875
2549.992431640625,126.66657257080078,2619.93359375,202.18017578125
2725.07958984375,1372.6217041015625,2800.0,1468.9112548828125
2715.617431640625,3917.181640625,2788.99853515625,3981.9716796875
2613.053955078125,5200.0,2662.77490234375,5247.326171875
2477.146728515625,5823.58349609375,2589.453125,5921.06396484375
2432.864990234375,8451.6806640625,2484.946044921875,8495.896484375
2960.772216796875,404.7727966308594,3019.91064453125,466.244384765625
3022.83447265625,480.00762939453125,3070.793701171875,524.9271240234375
3061.340087890625,973.0419311523438,3136.084716796875,1037.40771484375
2897.650390625,7717.703125,3007.931884765625,7805.25927734375
3462.28564453125,659.906005859375,3507.67041015625,705.249755859375
3334.26123046875,1794.2310791015625,3399.708251953125,1836.4149169921875
3395.82470703125,9485.509765625,3472.34814453125,9557.5751953125
3392.0859375,11450.125,3488.302490234375,11558.623046875
3783.172607421875,2529.947998046875,3842.251708984375,2593.51025390625
3830.1298828125,4480.14453125,3915.53173828125,4556.8837890625
3696.148193359375,4561.76123046875,3750.101806640625,4618.62744140625
3770.3203125,4503.302734375,3838.688720703125,4583.17578125
3827.8271484375,4855.72314453125,3887.843017578125,4923.3447265625
3948.832763671875,4800.0,3999.73046875,4870.67822265625
3743.34228515625,5009.46484375,3906.765625,5178.45703125
3900.5107421875,10994.224609375,4000.0,11112.84765625
4117.8466796875,2559.8310546875,4231.326171875,2683.35400390625
